Combo1,CheeseStick,Combo2,Siomai,Fries,Dynamite,Hotdog,Fishball,Kwek-kwek,Penoy,ChickenBalls
Combo1,CheeseStick,Combo2,Siomai,Hotdog,Dynamite,Penoy,Kikiam,ChickenBalls
CheeseStick,Siomai,Fries,Hotdog,Dynamite,Fishball,ChickenBalls,Kikiam
Combo1,CheeseStick,Combo2,Siomai,Fries,Dynamite,Hotdog,Fishball,Combo3,Penoy,Kikiam,ChickenBalls
Combo2,Siomai,Fries,Dynamite,Hotdog,Fishball,Combo3,ChickenBalls
Combo4,CheeseStick,Combo2,Siomai,Fries,Dynamite,Hotdog,Fishball,Combo3,Penoy,Kikiam,ChickenBalls
Combo4,Combo1,CheeseStick,Combo2,Siomai,Fries,Dynamite,Fishball,Combo3,Penoy,Kikiam,ChickenBalls
Combo4,Combo2,Siomai,Dynamite,Hotdog,Combo3,Penoy,Kikiam,ChickenBalls
Combo4,Combo2,Siomai,Dynamite,Hotdog,Combo3,Penoy,Kikiam,ChickenBalls
Combo3,Combo2,Siomai,Dynamite,Hotdog,ChickenBalls
753
